Education;Income;Recency;Wines;Fruits;Meat;Fish;Sweets;Gold;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Customer_for;Spent;Dependents;Partner;TotalAcceptedCmp;TotalPurchases
Graduate;90638.0;29;1156.0;120.0;915.0;94.0;144.0;96.0;1;3;4;10;1;0;0;1;0;0;0;0;23;9;2525.0;0;0;1;17
Undergraduate;48070.0;33;373.0;14.0;83.0;6.0;9.0;19.0;3;8;2;6;7;0;0;0;0;0;1;0;64;23;504.0;1;1;0;16
Undergraduate;43140.0;68;134.0;8.0;76.0;6.0;0.0;11.0;1;4;1;5;6;0;0;0;0;0;0;0;57;19;235.0;1;1;0;10
Graduate;54959.0;55;1148.0;0.0;60.0;0.0;0.0;24.0;3;9;5;4;7;0;1;0;0;0;0;1;53;22;1232.0;1;0;1;18
Basic;15056.0;76;6.0;12.0;3.0;21.0;6.0;40.0;5;2;2;3;5;0;0;0;0;0;0;0;56;21;88.0;2;0;0;7
Undergraduate;26954.0;17;4.0;1.0;11.0;0.0;0.0;1.0;1;1;0;2;7;0;0;0;0;0;0;0;43;4;17.0;1;0;0;3
Undergraduate;22327.0;94;5.0;4.0;8.0;2.0;0.0;5.0;1;1;0;3;5;0;0;0;0;0;0;0;29;22;24.0;1;0;0;4
Undergraduate;44393.0;86;24.0;2.0;20.0;2.0;2.0;10.0;2;1;0;4;4;0;0;0;0;0;0;0;49;15;60.0;2;1;0;5
Graduate;62000.0;25;899.0;0.0;101.0;0.0;0.0;20.0;1;6;6;13;4;0;0;0;1;0;0;0;62;15;1020.0;1;0;1;25
Graduate;31497.0;22;108.0;1.0;28.0;13.0;1.0;4.0;2;3;1;4;8;0;0;0;0;0;0;0;52;30;155.0;1;1;0;8
Undergraduate;45894.0;15;27.0;2.0;7.0;0.0;2.0;13.0;1;1;0;3;5;0;0;0;0;0;0;0;40;9;51.0;2;1;0;4
Graduate;78579.0;35;816.0;66.0;549.0;216.0;66.0;99.0;1;5;6;4;3;0;0;0;0;0;0;1;44;23;1812.0;0;0;0;15
Graduate;67369.0;81;1298.0;0.0;70.0;37.0;14.0;42.0;4;7;4;10;4;0;1;1;0;0;0;1;45;24;1461.0;1;0;2;21
Undergraduate;58401.0;55;10.0;0.0;11.0;17.0;29.0;29.0;1;1;2;2;4;0;0;0;0;0;0;0;54;7;96.0;1;0;0;5
Undergraduate;62307.0;94;87.0;13.0;34.0;10.0;6.0;10.0;1;4;0;4;5;0;0;0;0;0;0;0;62;9;160.0;1;0;0;8
Graduate;43641.0;50;57.0;2.0;51.0;4.0;2.0;23.0;3;2;1;4;6;0;0;0;0;0;0;0;45;19;139.0;2;1;0;7
Graduate;63841.0;64;635.0;15.0;100.0;20.0;7.0;131.0;1;9;3;9;6;0;0;0;0;0;0;0;46;19;908.0;1;0;0;21
Undergraduate;46891.0;91;43.0;12.0;23.0;29.0;15.0;61.0;1;2;1;4;4;0;0;0;0;0;0;0;49;23;183.0;1;1;0;7
Graduate;70091.0;11;964.0;34.0;137.0;15.0;0.0;11.0;2;5;2;10;8;0;1;0;0;0;0;0;45;20;1161.0;1;1;1;17
Graduate;78075.0;72;572.0;8.0;259.0;34.0;35.0;80.0;1;3;5;5;1;0;0;0;0;0;0;0;42;7;988.0;0;1;0;13
Undergraduate;59184.0;6;341.0;142.0;113.0;259.0;151.0;66.0;3;6;6;12;5;0;0;0;0;0;0;0;53;27;1072.0;1;0;0;24
Undergraduate;54809.0;0;63.0;6.0;57.0;13.0;13.0;22.0;4;2;1;5;4;0;0;0;0;0;0;0;37;13;174.0;2;1;0;8
Undergraduate;58113.0;66;221.0;104.0;169.0;102.0;78.0;84.0;3;9;2;8;7;0;0;0;0;0;1;0;55;22;758.0;1;1;0;19
Graduate;51412.0;42;140.0;3.0;29.0;4.0;5.0;14.0;2;3;2;4;4;0;0;0;0;0;0;0;56;11;195.0;1;1;0;9
Undergraduate;15287.0;60;1.0;2.0;8.0;4.0;3.0;13.0;2;1;1;2;7;1;0;0;0;0;0;1;35;26;31.0;1;0;1;4
Graduate;66636.0;64;291.0;10.0;689.0;84.0;10.0;0.0;1;3;4;9;1;0;0;0;0;0;0;0;57;15;1084.0;0;1;0;16
Graduate;50965.0;87;544.0;13.0;85.0;8.0;6.0;29.0;3;10;4;5;8;1;0;0;0;0;0;0;58;21;685.0;1;1;1;19
Graduate;84618.0;96;684.0;100.0;801.0;21.0;66.0;0.0;1;6;9;10;2;0;0;1;0;0;0;0;49;12;1672.0;0;1;1;25
Undergraduate;18351.0;1;1.0;12.0;9.0;0.0;14.0;7.0;1;2;0;3;7;0;0;0;0;0;0;0;24;13;43.0;0;1;0;5
Graduate;40451.0;54;35.0;0.0;4.0;0.0;0.0;10.0;1;1;1;2;5;1;0;0;0;0;0;0;57;9;49.0;2;1;1;4
Undergraduate;36317.0;53;87.0;3.0;25.0;3.0;2.0;13.0;2;3;0;4;7;0;0;0;0;0;0;0;49;18;133.0;1;1;0;7
Undergraduate;42213.0;96;309.0;3.0;24.0;4.0;3.0;20.0;2;5;1;7;7;0;1;0;0;0;0;0;57;12;363.0;1;1;1;13
Undergraduate;65748.0;58;172.0;73.0;93.0;95.0;78.0;34.0;2;2;4;10;1;0;0;0;0;0;1;0;59;20;545.0;1;1;0;16
Undergraduate;77044.0;12;625.0;38.0;242.0;50.0;34.0;76.0;2;7;11;11;4;1;0;0;0;0;0;0;42;13;1065.0;1;1;1;29
Undergraduate;74918.0;78;972.0;59.0;913.0;25.0;19.0;59.0;1;5;9;6;3;0;0;1;0;0;0;0;45;12;2047.0;0;1;1;20
Undergraduate;56721.0;64;157.0;6.0;39.0;6.0;13.0;75.0;5;4;1;5;6;0;0;0;0;0;0;0;42;25;296.0;2;1;0;10
Undergraduate;42160.0;26;48.0;9.0;45.0;3.0;15.0;20.0;4;2;1;4;6;0;0;0;0;0;0;1;39;17;140.0;2;0;0;7
Undergraduate;61559.0;8;279.0;83.0;88.0;32.0;14.0;34.0;1;4;2;10;3;0;0;0;0;0;0;0;49;16;530.0;1;0;0;16
Graduate;33629.0;49;132.0;0.0;16.0;0.0;0.0;4.0;5;3;1;4;9;0;0;0;0;0;0;0;51;28;152.0;2;1;0;8
Graduate;68682.0;56;919.0;0.0;505.0;99.0;30.0;45.0;1;4;9;10;2;0;0;0;0;0;0;0;23;18;1598.0;0;1;0;23
Undergraduate;34377.0;55;62.0;0.0;22.0;3.0;1.0;26.0;2;2;2;2;7;0;0;0;0;0;0;0;51;22;114.0;1;0;0;6
Basic;8940.0;25;1.0;45.0;3.0;4.0;6.0;42.0;3;3;1;3;8;0;0;0;0;0;0;0;28;27;101.0;1;0;0;7
Undergraduate;26228.0;50;2.0;6.0;4.0;3.0;1.0;9.0;1;1;0;2;8;0;0;0;0;0;0;0;41;14;25.0;1;1;0;3
Undergraduate;77297.0;84;408.0;61.0;109.0;48.0;122.0;41.0;1;5;7;9;4;0;0;0;1;0;0;0;57;22;789.0;0;0;1;21
Undergraduate;40211.0;30;51.0;1.0;7.0;2.0;1.0;25.0;2;2;1;2;8;1;0;0;0;0;0;0;33;16;87.0;2;1;1;5
Graduate;33438.0;81;62.0;1.0;16.0;3.0;2.0;6.0;4;2;1;4;5;0;0;0;0;0;0;0;56;14;90.0;2;0;0;7
Graduate;75032.0;74;952.0;12.0;180.0;47.0;12.0;12.0;2;5;4;9;3;0;0;0;0;0;0;0;55;19;1215.0;1;1;0;18
Graduate;61284.0;76;618.0;15.0;106.0;20.0;7.0;45.0;1;11;2;8;6;0;1;0;0;0;0;0;59;12;811.0;0;0;1;21
Undergraduate;22518.0;36;11.0;7.0;12.0;2.0;2.0;27.0;2;2;1;2;5;1;0;0;0;0;0;1;28;25;61.0;1;1;1;5
Graduate;54730.0;64;318.0;3.0;17.0;4.0;7.0;56.0;5;4;1;8;4;0;0;0;0;0;0;0;39;15;405.0;1;1;0;13
Graduate;38452.0;62;56.0;0.0;14.0;0.0;0.0;2.0;3;3;0;3;7;0;0;0;0;0;0;0;59;8;72.0;2;1;0;6
Undergraduate;44421.0;53;110.0;5.0;59.0;7.0;1.0;7.0;5;5;0;4;8;0;0;0;0;0;0;0;43;21;189.0;2;0;0;9
Graduate;38197.0;86;23.0;0.0;11.0;2.0;1.0;3.0;1;1;0;3;5;0;0;0;0;0;0;0;28;17;40.0;1;1;0;4
Undergraduate;41986.0;15;27.0;5.0;8.0;8.0;3.0;12.0;3;3;0;4;4;0;0;0;0;0;0;0;36;3;63.0;1;0;0;7
Undergraduate;28427.0;67;18.0;3.0;19.0;3.0;3.0;6.0;2;2;0;3;8;0;0;0;0;0;0;0;31;20;52.0;1;1;0;5
Graduate;37395.0;47;18.0;0.0;9.0;0.0;1.0;11.0;1;1;0;3;6;0;0;0;0;0;0;0;38;10;39.0;1;1;0;4
Undergraduate;64722.0;47;303.0;0.0;280.0;60.0;147.0;15.0;4;8;2;11;6;0;0;0;0;0;0;0;43;6;805.0;1;1;0;21
Graduate;55249.0;81;97.0;1.0;19.0;2.0;0.0;11.0;1;2;1;4;3;0;0;0;0;0;0;0;58;7;130.0;1;1;0;7
Undergraduate;84906.0;98;997.0;15.0;414.0;99.0;30.0;76.0;1;5;6;12;2;0;1;1;0;1;0;0;42;20;1631.0;0;1;3;23
Undergraduate;28691.0;56;5.0;4.0;13.0;8.0;0.0;4.0;1;1;0;3;8;0;0;0;0;0;0;0;25;20;34.0;1;1;0;4
Undergraduate;44213.0;48;95.0;11.0;35.0;0.0;4.0;7.0;4;2;1;5;6;0;0;0;0;0;0;0;62;12;152.0;2;0;0;8
Basic;25707.0;18;1.0;6.0;2.0;3.0;6.0;3.0;1;1;0;3;7;0;0;0;0;0;0;0;30;10;21.0;1;0;0;4
Graduate;59062.0;74;46.0;1.0;12.0;3.0;0.0;9.0;2;2;0;3;4;0;0;0;0;0;0;0;47;21;71.0;3;1;0;5
Undergraduate;76624.0;68;411.0;106.0;147.0;54.0;115.0;66.0;1;5;10;7;1;1;0;0;0;0;0;0;52;6;899.0;1;0;1;22
Graduate;66000.0;36;244.0;51.0;270.0;101.0;0.0;45.0;1;1;3;5;1;0;0;0;0;0;0;0;67;7;711.0;0;1;0;9
Graduate;27683.0;90;152.0;9.0;121.0;12.0;12.0;45.0;4;6;2;4;8;0;0;0;0;0;0;0;36;32;351.0;1;1;0;12
Undergraduate;1730.0;65;1.0;1.0;3.0;1.0;1.0;1.0;15;0;0;0;20;0;0;0;0;0;0;0;43;6;8.0;0;0;0;0
Basic;7500.0;63;10.0;17.0;18.0;8.0;26.0;40.0;4;3;2;2;9;0;0;0;0;0;0;0;22;33;119.0;1;0;0;7
Undergraduate;40521.0;82;12.0;0.0;5.0;0.0;0.0;4.0;1;0;1;2;5;0;0;0;0;0;0;0;46;19;21.0;2;1;0;3
Graduate;20427.0;63;5.0;0.0;4.0;0.0;0.0;1.0;1;1;0;2;8;0;0;0;0;0;0;0;41;8;10.0;1;1;0;3
Undergraduate;65106.0;55;790.0;19.0;133.0;12.0;0.0;19.0;3;8;3;13;6;0;1;0;0;0;0;0;39;6;973.0;1;1;1;24
Graduate;69969.0;64;882.0;29.0;514.0;38.0;29.0;44.0;1;4;2;6;3;0;0;1;1;0;0;1;49;15;1536.0;0;1;2;12
Undergraduate;67433.0;51;615.0;28.0;259.0;12.0;48.0;30.0;4;6;5;13;4;0;1;0;0;0;0;0;62;16;992.0;2;1;1;24
Graduate;77766.0;97;1004.0;59.0;265.0;115.0;59.0;27.0;2;11;10;11;6;1;0;0;0;0;0;1;47;21;1529.0;1;1;1;32
Undergraduate;74716.0;92;133.0;27.0;421.0;13.0;195.0;71.0;2;7;3;5;4;0;0;0;0;0;0;0;42;12;860.0;1;1;0;15
Undergraduate;68118.0;51;595.0;23.0;123.0;10.0;23.0;154.0;2;8;9;4;6;0;0;0;0;0;0;0;51;13;928.0;1;0;0;21
Graduate;55158.0;72;293.0;0.0;87.0;4.0;11.0;23.0;4;7;2;5;7;0;0;0;0;0;0;1;44;28;418.0;2;1;0;14
Undergraduate;62972.0;39;313.0;15.0;47.0;20.0;0.0;192.0;2;7;4;3;6;0;0;0;0;0;0;1;59;33;587.0;1;1;0;14
Undergraduate;74190.0;49;151.0;81.0;86.0;168.0;91.0;64.0;2;4;2;11;2;0;0;0;0;0;0;0;39;0;641.0;1;1;0;17
Undergraduate;39356.0;21;15.0;0.0;2.0;0.0;0.0;6.0;1;1;0;2;6;1;0;0;0;0;0;0;38;8;23.0;2;1;1;3
Undergraduate;76653.0;91;736.0;63.0;946.0;219.0;189.0;126.0;1;4;7;11;2;0;0;1;1;0;0;0;45;15;2279.0;0;1;2;22
Graduate;35860.0;37;15.0;0.0;8.0;4.0;2.0;20.0;2;1;1;2;5;1;0;0;0;0;0;0;41;6;49.0;2;0;1;4
Graduate;90687.0;98;982.0;17.0;672.0;23.0;34.0;51.0;1;6;2;8;2;0;0;1;0;0;0;1;31;18;1779.0;0;0;1;16
Graduate;73450.0;85;1142.0;51.0;415.0;90.0;69.0;37.0;1;7;8;11;3;1;0;0;1;0;0;0;32;19;1804.0;0;1;2;26
Undergraduate;31454.0;40;28.0;0.0;11.0;0.0;0.0;9.0;3;2;0;3;8;0;0;0;0;0;0;0;54;18;48.0;2;1;0;5
Undergraduate;47139.0;2;46.0;0.0;12.0;0.0;2.0;23.0;2;2;1;2;7;0;0;0;0;0;0;1;62;6;83.0;2;0;0;5
Undergraduate;83829.0;78;897.0;161.0;430.0;186.0;161.0;27.0;0;4;7;6;1;1;0;1;1;0;0;1;39;16;1862.0;0;0;3;17
Graduate;53378.0;41;489.0;6.0;152.0;8.0;6.0;132.0;10;9;4;6;8;0;0;0;0;0;0;1;51;26;793.0;2;1;0;19
Undergraduate;19656.0;94;25.0;4.0;9.0;6.0;8.0;32.0;3;2;1;3;7;0;0;0;0;0;0;0;44;16;84.0;1;1;0;6
Graduate;45579.0;10;145.0;1.0;33.0;2.0;1.0;1.0;1;4;1;4;6;0;0;0;0;0;0;0;66;15;183.0;1;1;0;9
Undergraduate;85485.0;73;630.0;26.0;611.0;44.0;18.0;54.0;1;6;6;6;2;0;0;0;0;0;0;0;56;5;1383.0;0;0;0;18
Undergraduate;55956.0;22;760.0;38.0;104.0;50.0;9.0;38.0;2;7;3;4;4;0;1;0;0;0;0;0;70;5;999.0;0;1;1;14
Graduate;64191.0;30;420.0;15.0;186.0;151.0;38.0;15.0;3;5;3;13;3;0;0;0;0;0;0;0;51;22;825.0;1;0;0;21
Undergraduate;38808.0;21;125.0;17.0;52.0;3.0;19.0;30.0;4;5;1;4;8;1;0;0;0;0;0;1;42;27;246.0;1;0;1;10
Graduate;57183.0;51;464.0;5.0;64.0;7.0;0.0;70.0;8;9;1;7;8;0;0;0;0;0;0;0;48;20;610.0;2;1;0;17
Graduate;23748.0;97;6.0;6.0;29.0;12.0;15.0;8.0;3;2;1;3;8;0;0;0;0;0;0;0;46;24;76.0;1;0;0;6
Undergraduate;66303.0;56;1090.0;12.0;96.0;16.0;12.0;60.0;4;3;4;11;8;0;1;0;0;0;0;0;43;21;1286.0;1;1;1;18
Graduate;37368.0;4;3.0;2.0;11.0;2.0;2.0;10.0;1;1;0;2;6;1;0;0;0;0;0;0;39;11;30.0;1;1;1;3
Undergraduate;40800.0;77;24.0;0.0;27.0;8.0;30.0;10.0;2;3;0;3;7;0;0;0;0;0;1;0;50;23;99.0;3;1;0;6
Undergraduate;71847.0;95;737.0;21.0;106.0;55.0;63.0;210.0;0;6;7;9;3;0;0;0;1;0;0;0;36;26;1192.0;0;0;1;22
Undergraduate;46149.0;36;254.0;6.0;71.0;4.0;0.0;27.0;5;5;1;7;5;0;0;0;0;0;0;0;39;12;362.0;1;1;0;13
Undergraduate;78687.0;13;817.0;185.0;687.0;145.0;55.0;241.0;1;4;6;8;2;0;0;1;0;0;0;1;31;27;2130.0;0;1;1;18
Undergraduate;49118.0;90;620.0;54.0;239.0;99.0;98.0;119.0;2;9;7;10;7;0;1;0;0;1;0;1;43;28;1229.0;0;0;2;26
Graduate;37633.0;49;13.0;4.0;20.0;0.0;0.0;1.0;2;1;0;3;9;0;0;0;0;0;0;0;57;26;38.0;2;1;0;4
Graduate;39767.0;18;113.0;61.0;204.0;34.0;26.0;47.0;2;7;1;7;8;0;0;0;0;0;0;0;63;16;485.0;0;1;0;15
Basic;26997.0;89;7.0;23.0;78.0;133.0;49.0;144.0;2;4;2;5;7;0;0;0;0;0;0;0;63;31;434.0;0;1;0;11
Undergraduate;33986.0;43;16.0;2.0;18.0;2.0;1.0;5.0;1;1;0;3;7;0;0;0;0;0;0;0;44;21;44.0;1;0;0;4
Graduate;57091.0;82;462.0;0.0;24.0;6.0;0.0;4.0;2;9;2;5;7;0;1;0;0;0;0;1;42;24;496.0;1;1;1;16
Undergraduate;46831.0;84;22.0;2.0;10.0;6.0;4.0;34.0;2;1;2;2;4;0;0;0;0;0;0;0;45;16;78.0;2;1;0;5
Graduate;83151.0;80;968.0;147.0;842.0;137.0;42.0;210.0;1;5;7;10;2;1;0;1;1;0;0;1;42;14;2346.0;0;1;3;22
Undergraduate;52531.0;68;283.0;112.0;151.0;51.0;72.0;125.0;2;7;2;10;6;0;0;0;0;0;0;0;43;23;794.0;0;1;0;19
Undergraduate;15759.0;12;1.0;2.0;5.0;6.0;0.0;3.0;1;1;0;2;7;0;0;0;0;0;0;0;58;19;17.0;0;1;0;3
Undergraduate;22804.0;75;14.0;1.0;7.0;2.0;1.0;1.0;1;2;0;2;9;0;0;0;0;0;0;0;43;16;26.0;1;0;0;4
Undergraduate;43050.0;10;30.0;5.0;24.0;6.0;3.0;8.0;2;2;0;4;5;0;0;0;0;0;0;0;41;8;76.0;1;1;0;6
Graduate;42997.0;91;4.0;0.0;5.0;0.0;1.0;5.0;1;1;0;2;7;0;0;0;0;0;0;0;37;17;15.0;2;0;0;3
Graduate;48918.0;21;52.0;0.0;9.0;0.0;0.0;1.0;2;1;0;4;4;0;0;0;0;0;0;0;51;0;62.0;2;0;0;5
Graduate;60033.0;28;62.0;1.0;57.0;19.0;11.0;48.0;2;2;1;5;2;0;0;0;0;0;0;0;60;8;198.0;1;1;0;8
Graduate;34043.0;97;20.0;2.0;14.0;3.0;0.0;10.0;1;2;0;2;9;0;0;0;0;0;0;0;36;13;49.0;1;1;0;4
Undergraduate;57811.0;49;545.0;7.0;114.0;37.0;21.0;78.0;5;7;2;11;5;0;1;0;0;0;0;0;48;17;802.0;1;1;1;20
Undergraduate;78569.0;14;558.0;79.0;622.0;207.0;175.0;95.0;1;4;6;4;1;0;0;1;0;0;0;1;68;9;1736.0;0;1;1;14
Undergraduate;7500.0;5;6.0;5.0;4.0;13.0;4.0;25.0;4;2;1;3;6;0;0;0;0;0;0;0;36;23;57.0;2;0;0;6
Graduate;157733.0;37;39.0;1.0;9.0;2.0;0.0;8.0;0;1;0;1;1;0;0;0;0;0;0;0;43;20;59.0;1;1;0;2
Undergraduate;94384.0;62;1111.0;24.0;790.0;160.0;45.0;172.0;0;5;8;5;2;0;1;1;1;0;0;1;61;20;2302.0;0;1;3;18
Undergraduate;23148.0;83;4.0;6.0;8.0;6.0;3.0;10.0;1;2;0;3;7;0;0;0;0;0;0;0;29;9;37.0;0;1;0;5
Undergraduate;44267.0;48;183.0;5.0;65.0;3.0;5.0;49.0;5;5;2;4;9;0;0;0;0;0;0;0;44;21;310.0;2;0;0;11
Undergraduate;71626.0;94;546.0;72.0;376.0;94.0;145.0;72.0;1;5;5;8;3;0;1;0;0;0;0;0;35;35;1305.0;0;1;1;18
Undergraduate;60894.0;61;606.0;7.0;155.0;10.0;0.0;54.0;5;10;3;8;7;0;0;0;0;0;0;0;48;17;832.0;1;1;0;21
Undergraduate;50200.0;70;266.0;6.0;51.0;8.0;6.0;64.0;6;7;1;5;8;0;0;0;0;0;0;0;38;21;401.0;2;1;0;13
Graduate;81051.0;43;1142.0;29.0;249.0;38.0;29.0;14.0;1;5;5;12;2;0;1;1;0;0;0;0;49;6;1501.0;0;1;2;22
Undergraduate;65169.0;23;1074.0;0.0;69.0;0.0;0.0;46.0;1;10;4;13;6;1;0;1;1;1;0;1;32;10;1189.0;0;1;4;27
Undergraduate;59868.0;37;771.0;51.0;154.0;54.0;10.0;154.0;7;11;2;12;6;0;0;0;0;0;0;0;42;16;1194.0;1;1;0;25
Graduate;65695.0;50;371.0;32.0;189.0;0.0;58.0;6.0;2;5;4;10;4;0;0;0;0;0;0;0;54;10;656.0;1;1;0;19
Graduate;64857.0;78;556.0;14.0;717.0;210.0;0.0;43.0;1;7;5;10;4;0;0;0;0;0;0;0;58;24;1540.0;0;0;0;22
Graduate;45143.0;74;202.0;5.0;74.0;11.0;5.0;14.0;3;6;1;5;7;0;0;0;0;0;0;0;49;15;311.0;1;1;0;12
Undergraduate;74805.0;14;209.0;162.0;209.0;41.0;162.0;37.0;5;4;7;10;2;0;0;0;0;0;0;0;59;18;820.0;1;1;0;21
Undergraduate;59060.0;77;35.0;40.0;111.0;36.0;40.0;12.0;3;3;1;7;4;0;0;0;0;0;0;0;25;1;274.0;1;1;0;11
Graduate;27238.0;39;37.0;0.0;17.0;0.0;0.0;3.0;3;3;0;3;9;0;0;0;0;0;0;0;52;19;57.0;2;0;0;6
Undergraduate;47009.0;89;171.0;45.0;73.0;59.0;10.0;90.0;4;3;2;8;4;0;0;0;0;0;0;0;49;23;448.0;1;1;0;13
Undergraduate;46094.0;62;12.0;2.0;20.0;3.0;2.0;5.0;1;1;0;3;7;0;0;0;0;0;0;0;41;2;44.0;2;1;0;4
Undergraduate;40321.0;59;44.0;4.0;21.0;6.0;0.0;27.0;2;3;0;3;7;0;0;0;0;0;0;0;42;16;102.0;2;1;0;6
Undergraduate;37235.0;68;20.0;2.0;9.0;4.0;6.0;20.0;1;1;1;2;4;0;0;0;0;0;0;0;30;11;61.0;1;1;0;4
Graduate;81843.0;13;779.0;86.0;537.0;34.0;69.0;138.0;1;5;9;12;3;0;0;0;0;0;0;0;54;19;1643.0;0;1;0;26
Graduate;46692.0;37;170.0;6.0;97.0;24.0;12.0;88.0;3;6;1;5;6;0;0;0;0;0;0;0;56;18;397.0;1;1;0;12
Undergraduate;77382.0;36;491.0;48.0;231.0;112.0;105.0;134.0;2;5;7;12;1;0;0;1;0;0;0;0;46;5;1121.0;1;1;1;24
Undergraduate;37774.0;28;173.0;8.0;107.0;7.0;2.0;176.0;4;7;2;3;9;1;0;0;0;0;1;1;37;33;473.0;2;0;1;12
Basic;18393.0;2;7.0;10.0;13.0;16.0;0.0;4.0;2;3;0;3;8;0;0;0;0;0;0;0;40;8;50.0;1;1;0;6
Graduate;72828.0;17;1205.0;0.0;235.0;19.0;14.0;205.0;6;6;3;13;7;0;0;0;0;0;0;0;52;22;1678.0;1;1;0;22
Undergraduate;24711.0;86;10.0;7.0;25.0;6.0;3.0;7.0;1;3;0;3;7;0;0;0;0;0;0;0;32;7;58.0;0;1;0;6
Graduate;45503.0;54;97.0;4.0;44.0;6.0;1.0;18.0;1;3;1;4;5;0;0;0;0;0;0;0;39;14;170.0;1;1;0;8
Graduate;6560.0;2;67.0;11.0;26.0;4.0;3.0;262.0;0;1;0;1;17;0;0;0;0;0;0;0;32;11;373.0;0;0;0;2
Graduate;71604.0;3;345.0;53.0;528.0;98.0;75.0;97.0;1;8;3;5;4;1;0;0;0;0;0;1;69;12;1196.0;0;1;1;16
Undergraduate;27244.0;84;6.0;5.0;17.0;3.0;24.0;46.0;2;2;2;2;7;0;0;0;0;0;0;0;35;5;101.0;1;1;0;6
Undergraduate;48752.0;8;73.0;57.0;100.0;71.0;15.0;0.0;5;6;1;5;9;0;0;0;0;0;0;1;45;24;316.0;2;1;0;12
Undergraduate;71434.0;4;711.0;36.0;217.0;172.0;96.0;168.0;3;7;4;7;4;0;1;0;1;0;0;0;52;14;1400.0;1;1;2;18
Undergraduate;90842.0;57;774.0;70.0;118.0;182.0;187.0;93.0;1;4;9;13;1;0;0;0;0;0;0;0;66;16;1424.0;0;0;0;26
Graduate;88097.0;24;163.0;0.0;480.0;0.0;126.0;75.0;1;6;5;8;9;0;1;1;1;0;0;1;36;28;844.0;1;1;3;19
Undergraduate;51948.0;51;82.0;33.0;54.0;71.0;30.0;41.0;2;5;2;4;5;0;0;0;0;0;0;0;39;14;311.0;1;1;0;11
Undergraduate;71853.0;29;358.0;108.0;413.0;141.0;97.0;32.0;1;2;8;6;1;0;0;0;0;0;0;0;32;16;1149.0;0;1;0;16
Graduate;35876.0;13;66.0;2.0;40.0;4.0;3.0;14.0;1;3;1;3;6;0;0;0;0;0;0;0;31;7;129.0;0;1;0;7
Undergraduate;40049.0;23;13.0;6.0;7.0;0.0;3.0;3.0;1;1;0;3;6;0;0;0;0;0;0;0;62;13;32.0;1;0;0;4
Undergraduate;39660.0;36;139.0;13.0;78.0;20.0;13.0;36.0;3;7;1;3;9;0;0;0;0;0;0;1;32;28;299.0;1;0;0;11
Undergraduate;50127.0;88;274.0;0.0;21.0;4.0;6.0;15.0;1;5;1;6;6;0;1;0;0;0;0;0;52;6;320.0;1;1;1;12
Graduate;43263.0;2;262.0;6.0;61.0;0.0;10.0;102.0;3;5;2;6;5;0;0;0;0;0;0;0;37;24;441.0;1;1;0;13
Graduate;62845.0;3;1099.0;0.0;45.0;0.0;0.0;34.0;11;3;4;10;8;0;1;0;0;0;0;1;65;35;1178.0;2;1;1;17
Undergraduate;18929.0;15;32.0;0.0;8.0;23.0;4.0;18.0;1;1;0;4;6;0;0;0;0;0;0;0;24;21;85.0;0;1;0;5
Basic;24367.0;58;2.0;4.0;2.0;0.0;11.0;5.0;1;1;0;2;9;0;0;0;0;0;0;0;32;20;24.0;1;0;0;3
Undergraduate;33249.0;11;6.0;10.0;21.0;19.0;14.0;42.0;2;2;1;3;6;0;0;0;0;0;0;0;39;21;112.0;1;0;0;6
Undergraduate;26887.0;27;6.0;7.0;4.0;3.0;4.0;6.0;1;1;0;3;6;0;0;0;0;0;0;0;55;14;30.0;1;1;0;4
Graduate;50150.0;32;135.0;46.0;92.0;65.0;61.0;11.0;2;5;2;7;5;0;0;0;0;0;0;0;31;17;410.0;0;1;0;14
Undergraduate;62061.0;12;641.0;7.0;84.0;0.0;30.0;38.0;3;10;4;7;6;0;1;0;0;0;0;0;38;15;800.0;1;1;1;21
Graduate;85696.0;88;714.0;76.0;395.0;116.0;0.0;12.0;1;4;6;9;1;0;0;0;0;0;0;1;52;21;1313.0;0;0;0;19
Graduate;76542.0;91;794.0;73.0;573.0;0.0;29.0;14.0;1;4;8;10;2;0;0;0;0;0;0;0;58;20;1483.0;0;1;0;22
Undergraduate;70515.0;12;420.0;0.0;452.0;182.0;64.0;140.0;1;6;6;4;2;0;0;0;0;0;0;1;21;13;1258.0;0;0;0;16
Undergraduate;18227.0;21;1.0;2.0;7.0;4.0;3.0;11.0;1;0;1;2;8;0;0;0;0;0;0;0;27;28;28.0;1;1;0;3
Undergraduate;69139.0;23;86.0;12.0;75.0;33.0;15.0;6.0;1;4;1;5;4;0;0;0;0;0;0;0;49;10;227.0;1;1;0;10
Undergraduate;69109.0;10;823.0;25.0;459.0;124.0;29.0;95.0;1;6;6;7;4;0;0;1;0;0;0;1;32;27;1555.0;0;1;1;19
Undergraduate;69627.0;35;231.0;161.0;215.0;171.0;30.0;53.0;2;8;2;11;5;0;0;0;0;0;0;0;52;20;861.0;1;0;0;21
Undergraduate;38136.0;69;8.0;15.0;27.0;0.0;20.0;33.0;2;3;1;2;8;1;0;0;0;0;0;0;36;19;103.0;1;1;1;6
